Date,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
2022-06-23,35.155,35.2478,35.5684
2022-06-24,35.2721,35.3679,35.7065
2022-06-25,35.23246666666667,35.32953333333333,35.66563333333333
2022-06-26,35.19283333333333,35.29116666666667,35.624766666666666
2022-06-27,35.1532,35.2528,35.5839
2022-06-28,34.9757,35.0811,35.4221
2022-06-29,34.8209,34.9189,35.2491
2022-06-30,35.0306,35.1302,35.4638
2022-07-01,35.2288,35.3284,35.6658
2022-07-02,35.290033333333334,35.38686666666667,35.7294
2022-07-03,35.35126666666667,35.44533333333333,35.793
2022-07-04,35.4125,35.5038,35.8566
2022-07-05,35.4422,35.5377,35.8652
2022-07-06,35.7301,35.8288,36.1566
2022-07-07,35.9416,36.0343,36.3622
2022-07-08,35.7357,35.8333,36.1575
2022-07-09,35.7249,35.82346666666667,36.1523
2022-07-10,35.7141,35.813633333333335,36.1471
2022-07-11,35.7033,35.8038,36.1419
2022-07-12,36.0355,36.1347,36.4518
2022-07-13,36.05555,36.152550000000005,36.474000000000004
2022-07-14,36.0756,36.1704,36.4962
2022-07-15,36.3772,36.4749,36.8023
2022-07-16,36.360800000000005,36.459066666666665,36.78886666666667
2022-07-17,36.3444,36.44323333333333,36.77543333333333
2022-07-18,36.328,36.4274,36.762
2022-07-19,36.4076,36.5067,36.8318
2022-07-20,36.373,36.4785,36.8055
2022-07-21,36.5183,36.6142,36.9392
2022-07-22,36.5716,36.6703,36.9927
2022-07-23,36.524766666666665,36.6234,36.94826666666667
2022-07-24,36.47793333333333,36.5765,36.90383333333333
2022-07-25,36.4311,36.5296,36.8594
2022-07-26,36.4126,36.5105,36.8499
2022-07-27,36.5488,36.6433,36.9776
2022-07-28,36.42872,36.5232,36.86052
2022-07-29,36.30864,36.4031,36.74344
2022-07-30,36.18856,36.283,36.626360000000005
2022-07-31,36.06848,36.1629,36.509280000000004
2022-08-01,35.9484,36.0428,36.3922
2022-08-02,35.8275,35.9245,36.2466
2022-08-03,35.9426,36.0355,36.369
